"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"El Potrero1840","HONDURAS",14.2706504,-87.3087118,"332","EL POTRERO","1840","['El Potrero', 'Central American', 'Salvadoran', 'Soledad', 'Honduran', 'Nicaragua', 'Tegicucalpa', 'El Potrero', 'Salvadoran', 'Salvadoran', 'Guatemala', 'Guatemala']","CENTRAL AMERICAN NATIONAL WARS","HONDURAS","EL SALVADOR",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"El Ronquillo1810","SPAIN",37.7255933,-6.1789593,"332","EL RONQUILLO","1810","['Napoleonic', 'Spain', 'French']","NAPOLEONIC WARS (PENINSULA CAMPAIGN)","FRANCE","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"El Sauce1871","URUGUAY",-34.6253834,-56.1274115,"CLODFELTER, P381","EL SAUCE","1871",NA,"URUGUAYAN CIVIL WAR","COLORADOS","BLANCOS",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P381",NA,NA
"El Tambo1816","COLOMBIA",2.4522383,-76.8143398,"332","EL TAMBO","1816","['Popayan', 'Palo River', 'Popayan']","COLOMBIAN WAR OF INDEPENDENCE","SPAIN","COLOMBIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"El Teb (1st)1884","SUDAN",18.683333,37.716667,"332","EL TEB (1ST)","1884","['British', 'Mahdist', 'Turks', 'Sudanese', 'Egyptians', 'El', 'Dervish', 'Hadendowa']","BRITISH-SUDAN WARS","SUDANESE MAHDISTS","UNITED KINGDOM",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF BATTLES, EGGENBERGER, P134; HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P89",NA,NA
"El Teb (2nd)1884","SUDAN",18.683333,37.716667,"332","EL TEB (2ND)","1884","['British', 'British', 'Trinkitat', 'Dervishes']","BRITISH-SUDAN WARS","UNITED KINGDOM","SUDANESE MAHDISTS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF BATTLES, EGGENBERGER, P134",NA,NA
"El Toro1820","CHILE",-41.1146979,-73.3720657,"SHOWALTER, P581","EL TORO","1820",NA,"CHILEAN WAR OF INDEPENDENCE","CHILE","SPAIN",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P581",NA,NA
"El Uvero1957","CUBA",22.7652392,-79.5241388,"333","EL UVERO","1957","['Cuban', 'La Plata', 'Cuba']","CUBAN REVOLUTION","CASTRO SUPPORTERS","BATISTA SUPPORTERS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elands River Poort1901","SOUTH AFRICA",-31.850833,26.1655893,"328","ELANDS RIVER POORT","1901","['Lancers', 'Tarskastad', 'British']","2ND ANGLO-BOER WAR","ORANGE FREE STATE","UNITED KINGDOM",NA,NA,1,"LAND",NA,"NO","THE BOER WAR, PAKENHAM, 1979, CHAPTER 40",NA,NA
"Elands River Post1900","SOUTH AFRICA",-25.6558195,26.6944069,"328","RIVER POST","1900","['Pretoria', 'Rhodesians']","2ND ANGLO-BOER WAR","AUSTRALIA, RHODESIA","TRANSVAAL",NA,NA,1,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P88",NA,NA
"Elandsfontein1900","SOUTH AFRICA",-26.2788023,28.1349434,"328","ELANDSFONTEIN","1900","['Johannesburg', 'Germiston', 'British', 'Doornkop']","2ND ANGLO-BOER WAR","UNITED KINGDOM","TRANSVAAL",NA,NA,1,"LAND",NA,"NO","HTTP://SAMILITARYHISTORY.ORG/VOL052HK.HTML","1",NA
"Elandslaagte1899","SOUTH AFRICA",-28.1629753,30.2279012,"328","ELANDSLAAGTE","1899","['British']","2ND ANGLO-BOER WAR","UNITED KINGDOM","TRANSVAAL",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P716",NA,NA
"Elasa-161","ISRAEL",31.876083,35.208306,"329","ELASA","-161","['Jerusalem', 'Elasa', 'Jews']","MACCABEAN WAR","SELEUCID EMPIRE","JEWISH REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elasa1167","EGYPT",27.7751734,30.7985768,"329","ELASA","1167","['Hebrew', 'Jews', 'Elasa', 'Jerusalem', 'Egypt', 'Fatimid', 'Egypt', 'Cairo', 'Egyptian', 'Turkish', 'Crusader-Egyptian', 'Cairo']","CRUSADER INVASION OF EGYPT","SELJUKS","CRUSADERS, EGYPTIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elba1652","ITALY",42.7781867,10.1927389,"329","ELBA","1652","['French', 'French', 'French', 'Tuscan', 'France', 'Italian', 'Elba', 'Elba', 'English']","1ST DUTCH WAR","NETHERLANDS","ENGLAND",NA,NA,1,"SEA",NA,"NO",NA,"1",NA
"Elba1801","ITALY",42.7781867,10.1927389,"329","ELBA","1801","['Dutch', 'English']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Elba1811","SPAIN",40.5157801,-6.5446189,"329","ELBA","1811","['French', 'Italian', 'Elba', 'France', 'Tuscan', 'French', 'French', 'French', 'Napoleonic', 'French', 'Portuguese']","NAPOLEONIC WARS (PENINSULA CAMPAIGN)","UNITED KINGDOM, PORTUGAL","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elchingen1805","GERMANY",48.4575946,10.104474,"330","ELCHINGEN","1805","['Austrian', 'French']","NAPOLEONIC WARS (3RD COALITION)","FRANCE","HABSBURG EMPIRE",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P88. NEY'S VI CORPS (APPROX STRENGTH 24,000 (CLODFELTER, P149)) VS 20,000 AUSTRIANS",NA,NA
"Elgin1040","UNITED KINGDOM",57.64289,-3.31124,"330","ELGIN","1040","['Duncan', 'Scotland', 'Danish', 'Elgin', 'Pitgaveney']","SCOTTISH WAR OF SUCCESSION","MACBETH, DENMARK","DUNCAN II",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elizabethville1961","CONGO",-11.6876026,27.5026174,"330","ELIZABETHVILLE","1961","['Congolese', 'Katanga', 'Katangan', 'Elizabethville']","CONGOLESE CIVIL WAR","UNITED NATIONS","KATANGA",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P560","1",NA
"Elizabethville1962-1963","CONGO",-11.6876026,27.5026174,"330","ELIZABETHVILLE","1962-1963","['Congolese']","CONGOLESE CIVIL WAR","UNITED NATIONS","KATANGA",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P560","1",NA
"Elkins Ferry1913","UNITED STATES",33.9378992,-93.3562374,"331","ELKINS FERRY","1864","['Little Rock', 'Arkansas', 'Camden', 'Union', 'Missouri', 'Okolona', 'Prairie', 'French', 'North Africa', 'Morocco', 'Kasbah', 'Tadla', 'Zaian', 'French']","AMERICAN CIVIL WAR","UNITED STATES","CONFEDERATE STATES OF AMERICA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"ElKsiba1913","MOROCCO",32.568056,-6.030833,"331",NA,"1913",NA,"FRENCH COLONIAL WARS IN NORTH AFRICA","ZAIA","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ellandun825","UNITED KINGDOM",51.5557739,-1.7797176,"331","ELLANDUN","825","['Wroughton', 'Swindon']","LATER WARS OF WESSEX","WESSEX, EAST ANGLES","MERCIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elleporus-389","ITALY",38.4469456,16.49396,"331","ELLEPORUS","-389","['Dionysian', 'Italy', 'Caulonia', 'Locri', 'Crotona', 'Italy']","2ND DIONYSIAN WAR","SYRACUSE","ITALIATE LEAGUE",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P88-89",NA,NA
"Elmina1782","GHANA",5.1053378,-1.3421032,"331","ELMINA","1782","['Anglo', 'Holland', 'British', 'Ghana', 'British', 'Dutch', 'Mouree']","ANGLO-DUTCH WAR","NETHERLANDS","UNITED KINGDOM",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P131",NA,NA
"Eltekeh-700","ISRAEL",31.88508,34.7579523,"332","ELTEKEH","-700","['Assyrian']","ASSYRIAN WARS","ASSYRIA","JUDEA, EGYPTIAN ALLIES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elthams Landing1862","UNITED STATES",37.5179541,-76.8326105,"333","ELTHAMS LANDING","1862","['American', 'Yorktown', 'Elthams', 'West Point', 'Barhamsville']","AMERICAN CIVIL WAR","CONFEDERATE STATES OF AMERICA","UNITED STATES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Elvas1659","PORTUGAL",38.8802788,-7.1636637,"333","ELVAS","1659","['Spanish-Portuguese', 'Portuguese', 'Spain', 'Portuguese', 'Guadiana', 'Portugal']","SPANISH-PORTUGUESE WARS","PORTUGAL","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ely1071","UNITED KINGDOM",52.399539,0.262363,"333","ELY","1071","['Britain', 'Danish']","NORMAN CONQUEST OF BRITAIN","NORMANS","SAXONS",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Ely1267","UNITED KINGDOM",52.399539,0.262363,"333","ELY","1267","['Axholme', 'Chesterfield']","ENGLISH BARON'S WAR","ENGLAND","BARONIAL REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Embata-356","GREECE",38.351021,26.2033403,"333","EMBATA","-356","['Chios', 'Athenian', 'Iphicrates', 'Embata', 'Chios']","1ST GREEK SOCIAL WAR","CHIOS, RHODES, COS, BYZANTIUM","ATHENS",NA,NA,3,"SEA",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, P74","1",NA
"Embudo Pass1847","UNITED STATES",36.2075228,-105.9611318,"333","EMBUDO PASS","1847","['American', 'New Mexico', 'Santa Cruz', 'Mexicans']","AMERICAN-MEXICAN WAR","UNITED STATES","NEW MEXICO REBELS",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P266",NA,NA
"Emessa272","SYRIA",34.7324273,36.7136959,"334","EMESSA","272","['Roman', 'Syria', 'Queen Zenobia', 'Palmyra', 'Immae', 'Palmyrean', 'Syria', 'Palmyreans', 'Zenobias']","ROMAN-PALMYRAN WAR","ROME","PALMYRA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Emmaus-166","WEST BANK AND GAZA",31.833333,35,"334","EMMAUS","-166","['Jewish', 'Jewish', 'Jerusalem']","MACCABEAN WAR","JEWISH REBELS","SELEUCID EMPIRE",NA,NA,3,"LAND",NA,"NO","A GLOBAL HISTORY OF PRE MODERN WESTERN WARFARE, KAUSHIK ROY, 2021, P97",NA,NA
"Emmendingen1796","GERMANY",48.1170918,7.8539047,"334","EMMENDINGEN","1796","['French', 'Austria', 'Biberach', 'French', 'Freiburg']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","AUSTRIA","FRANCE",NA,NA,3,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P397",NA,NA
"Empadine1893","ZIMBABWE",-19.015438,29.154857,"334","EMPADINE","1893","['Matabele', 'British']","MATABELE WAR","UNITED KINGDOM","MATABELELAND",NA,NA,1,"LAND",NA,"NO",NA,NA,NA
"Empress Augusta Bay1943","UNITED STATES",-6.3969179,155.0236397,"334","EMPRESS AUGUSTA BAY","1943","['American', 'Bougainville', 'Japanese', 'American']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,2,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P520","1",NA
"Emsdorf1760","GERMANY",50.8664159,8.9848755,"334","EMSDORF","1760","['Hesse', 'French', 'Marburg', 'German', 'English', 'French', 'French', 'Warburg']","SEVEN YEARS WAR","UNITED KINGDOM, BRUNSWICK","FRANCE",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P446; CLODFELTER, WARFARE AND ARMED CONFLICT, P81",NA,NA
"Emuckfaw1814","UNITED STATES",33.075809,-85.715375,"334","EMUCKFAW","1814","['Alabama', 'Emuckfaw', 'Enotachopco']","CREEK INDIAN WAR","CREEK INDIANS","UNITED STATES",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P263",NA,NA
"Engen1800","GERMANY",47.854144,8.7737404,"334","ENGEN","1800","['French', 'French']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","AUSTRIA",NA,NA,4,"LAND",NA,"NO","THE FIELD AND THE FORGE, LANDERS, P391; HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P89",NA,NA
"Englefield870","UNITED KINGDOM",51.4462987,-1.0947105,"335","ENGLEFIELD","870","['Britain', 'Bagsecq']","VIKING WARS IN BRITAIN","WESSEX","VIKINGS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Eniwetok1944","MARSHALL ISLANDS",11.4653625,162.189,"335","ENIWETOK","1944","['Kwajalein', 'Americans']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,2,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P509","1",NA
"Enna-133","ITALY",37.5099321,14.262851,"335","ENNA","-133","['Cilicia']","SERVILE WAR","ROME","SICILIAN REBEL SLAVES",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Enniscorthy1798","IRELAND",52.5031135,-6.5727721,"335","ENNISCORTHY","1798","['Irish', 'Ireland', 'Wexford']","IRISH REBELLION","UNITED KINGDOM","IRISH REBELS",NA,NA,3,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","CLODFELTER, WARFARE AND ARMED CONFLICT, P87",NA,NA
"Enogai Inlet1943","SOLOMON ISLANDS",-8.174089,157.2940143,"335","ENOGAI INLET","1943","['Georgia', 'Japanese']","WORLD WAR II","UNITED STATES","JAPAN",NA,NA,1,"LAND AND SEA",NA,"NO",NA,"1",1
"Enotachopco1814","UNITED STATES",33.0662587,-86.2809515,"335","ENOTACHOPCO","1814","['Creek Indians', 'Alabama', 'Emuckfaw']","CREEK INDIAN WAR","CREEK INDIANS","UNITED STATES",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P477",NA,NA
"Enryakuji1571","JAPAN",35.0695366,135.8385612,"CLODFELTER, P29","ENRYAKUJI","1571","Japan's Era of the Warring States",NA,"ODA NOBUNAGA","ENRYAKUJI BUDDHIST MONKS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P29",NA,NA
"Entrammes1793","FRANCE",47.997267,-0.715603,"336","ENTRAMMES","1793","['French', 'Loire', 'Vendeean', 'Republican']","FRENCH REVOLUTIONARY WAR (VENDEE WAR)","VENDEEN REBELS","FRANCE",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P500",NA,NA
"Enugu1967","NIGERIA",6.4583661,7.5463885,"336","ENUGU","1967","['Biafran', 'Umuahia']","BIAFRAN WAR","NIGERIA","BIAFRAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Enzheim1674","FRANCE",48.536734,7.632307,"336","ENZHEIM","1674","['Strasbourg', 'France', 'Enzheim', 'Turenne']","3RD DUTCH WAR","FRANCE","HABSBURG EMPIRE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P46",NA,NA
"Epehy1918","FRANCE",50.006489,3.130446,"336","EPEHY","1918","['Line', 'British']","WORLD WAR I","UNITED KINGDOM","GERMANY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ephesus-498","TURKEY",37.9410702,27.3405029,"336","EPHESUS","-498","['Greek', 'Persia', 'Athens', 'King Darius', 'Ephesus', 'Persians', 'Greek', 'Persia']","GRECO-PERSIAN WARS","PERSIA","ATHENS, IONIAN GREEK CITIES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Epila1348","SPAIN",41.5746462,-1.2313618,"336","EPILA","1348","['Aragon', 'Aragonese', 'Zaragoza']","ARAGONESE CIVIL WAR","PEDRO IV","ARAGONESE REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Epsom1944","FRANCE",49.182863,-0.370679,"336","EPSOM","1944","['British', 'German']","WORLD WAR II","UNITED KINGDOM","GERMANY",NA,NA,4,"LAND",NA,"NO",NA,"1",NA
"Er Ridisiya1799","EGYPT",24.938573,32.8961993,"338","ER RIDISIYA","1799","['French', 'French']","FRENCH REVOLUTIONARY WARS (MIDDLE EAST)","FRANCE","MAMLUK EGYPT",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Erbach1800","GERMANY",48.3171354,9.7806339,"336","ERBACH","1800","['French', 'Germany', 'Mosskirch', 'Austrian']","FRENCH REVOLUTIONARY WARS (2ND COALITION)","FRANCE","AUSTRIA",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P511; DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P89",NA,NA
"Erdi1986","CHAD",21.866667,17.4644783,"337","ERDI","1986","['Chad', 'Arab', 'Libyan', 'Toubou', 'Libyan', 'Acheikh', 'Libyan']","LIBYAN-CHAD WAR","LIBYA, NORTH CHADIAN REBELS","CHAD",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Erego1902","SOMALIA",7,47.9978113,"337","EREGO","1902","['Somaliland', 'Mudug', 'British', 'Maxim', 'Dervishes', 'Daratoleh']","WARS OF THE MAD MULLAH","UNITED KINGDOM","SOMALI ISLAMIST REBELS",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P351",NA,NA
"Eressos1821","GREECE",39.1704792,25.9341525,"337","ERESSOS","1821","['Turkish', 'Dardanelles', 'Turkish', 'Eressos', 'Turkish']","GREEK WAR OF INDEPENDENCE","GREEK REBELS","TURKEY",NA,NA,NA,"SEA",NA,"NO",NA,NA,NA
"Erestfer1702","LITHUANIA",58.0463768,26.1966012,"337","ERESTFER","1702","['Narva', 'Russian', 'Livonia', 'Swedish']","2ND GREAT NORTHERN WAR","RUSSIA","SWEDEN",NA,NA,2,"LAND",NA,"NO","THE FIELD AND THE FORGE: POPULATION, PRODUCTION AND POWER IN THE PRE INDUSTRIAL WEST, JOHN LANDERS, OXFORD, 2003, P387",NA,NA
"Eretria-411","GREECE",38.3927202,23.7930669,"337","ERETRIA","-411","['Athens', 'Spartan', 'Athenian', 'Spartans', 'Eretria', 'Chalcis', 'Athenians']","GREAT PELOPONNESIAN WAR","SPARTA","ATHENS",NA,NA,NA,"SEA",NA,"NO",NA,NA,NA
"Erivan1616-1618","ARMENIA",40.1791857,44.4991029,"337","ERIVAN","1616-1618","['Turko', 'Armenia', 'Persia', 'Arbadil']","TURCO-PERSIAN WARS","PERSIA","OTTOMAN EMPIRE, CRIMEAN TATARS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P60",NA,NA
"Erivan1635-1636","ARMENIA",40.1791857,44.4991029,"337","ERIVAN","1635-1636","['Turko', 'Turkish', 'Persia', 'Armenia', 'Persian', 'Murad']","TURCO-PERSIAN WAR","PERSIA","OTTOMAN EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Erivan1724","ARMENIA",40.1791857,44.4991029,"338","ERIVAN","1724","['Turko', 'Persian', 'Armenia', 'Turkish', 'Yerevan', 'Turkish', 'Persian']","TURCO-PERSIAN WAR","OTTOMAN EMPIRE","PERSIA",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P114",NA,NA
"Erivan1731","ARMENIA",40.1791857,44.4991029,"338","ERIVAN","1731","['Turko', 'Afghans', 'Persia', 'Turkish', 'Armenia', 'Turks', 'Yerevan', 'Turkish']","TURCO-PERSIAN WAR","OTTOMAN EMPIRE","PERSIA",NA,NA,2,"LAND",NA,"NO",NA,"1",NA
"Erivan1745","ARMENIA",40.1791857,44.4991029,"CLODFELTER, P115","ERIVAN","1745",NA,"TURCO-PERSIAN WARS OF NADIR SHAH","PERSIA","OTTOMAN EMPIRE",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P115",NA,NA
"Erivan1827","ARMENIA",40.1791857,44.4991029,"338","ERIVAN","1827","['Russo', 'Persian', 'Armenia', 'Russian', 'Persians', 'Russian', 'Persia']","RUSSO-PERSIAN WARS","RUSSIA","PERSIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Erzincan1473","TURKEY",39.746797,39.491124,"338","ERZINCAN","1473","['Azerbaijan', 'Anatolia', 'Tokat', 'Ottoman', 'Turkish', 'Anatolia']","OTTOMAN-TURCOMAN WAR","OTTOMANS","TURCOMANS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Erzincan1916","TURKEY",39.746797,39.491124,"338","ERZINCAN","1916","['Erzurum', 'Russian', 'Turkish', 'Bayburt', 'Bitlis']","WORLD WAR I","RUSSIA","OTTOMAN EMPIRE",NA,NA,4,"LAND",NA,"NO","1",NA,NA
"Erzurum1821","TURKEY",39.9054993,41.2658236,"338","ERZURUM","1821","['Turko', 'Azerbaijan', 'Turkish', 'Dawud', 'Baghdad', 'Persian']","TURKISH-PERSIAN WAR","PERSIA","OTTOMAN EMPIRE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P213",NA,NA
"Erzurum1877","TURKEY",39.9054993,41.2658236,"338","ERZURUM","1877","[]","RUSSO-TURKISH WARS","DRAW",NA,"RUSSIA","OTTOMAN EMPIRE",NA,"LAND",NA,"NO",NA,NA,NA
"Erzurum1916","TURKEY",39.9054993,41.2658236,"339","ERZURUM","1916","['Russian', 'Turks', 'Turks', 'Bayburt', 'Erzincan']","WORLD WAR I","RUSSIA","OTTOMAN EMPIRE",NA,NA,4,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P789. HTTP://WEB.ARCHIVE.ORG/WEB/20160322053814/HTTP://WWW.ARMENICA.ORG/HISTORY/MAPS/222ERZURUM-CAMP1916.GIF FOR SHAPEFILE",NA,NA
"Erzurum298","TURKEY",39.9054993,41.2658236,"338","ERZURUM","298","['Roman-Persian', 'Calli-', 'Persian']","ROMAN-PERSIAN WARS","ROME","PERSIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Es Salt (1st)1918","ISRAEL",32.032393,35.6559724,"340","ES SALT (1ST)","1918","['Jerusalem', 'Jericho', 'Jordan', 'Arab', 'Turks', 'Amman', 'Jordan']","WORLD WAR I","UNITED KINGDOM","GERMANY, OTTOMAN EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Es Salt (2nd)1918","JORDAN",32.032393,35.6559724,"340","ES SALT (2ND)","1918","['Arab', 'Amman', 'Jordan', 'Australian', 'New Zealand', 'Amman', 'Turkish', 'Turkish', 'Amman']","WORLD WAR I","OTTOMAN EMPIRE","ARAB REBELS, UNITED KINGDOM, AUSTRALIA, NEW ZEALAND",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Esaulov1708","RUSSIA",47.7081861,41.1629611,"CLODFELTER, P91","ESAULOV","1708",NA,"BULAVIN'S REVOLT","RUSSIA","COSSACKS",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P91",NA,NA
"Escobea1873","GHANA",6.21218,-1.68906,"339","ESCOBEA","1873","['British', 'Ashanti', 'British', 'Elmina', 'Ghana', 'Escobea']","BRITISH-ASHANTI WAR","UNITED KINGDOM","ASHANTI KINGDOM",NA,NA,1,"LAND",NA,"NO","BRITAIN AT WAR WITH THE ASHANTE NATION, STEPHEN MANNING, P142; GOOGLE MAPS DOES NOT PRODUCE A LOCATION FOR ESCOBA, NOR FOR DUNKWA TO WHICH IT IS NEAR. GEONAMES AND GEONAMES PRODUCES MULTIPLE DUNKWAS IN GHANA OF WHICH DUNKWA NKWANTA IS THE MOST LIKELY CAND",NA,NA
"Eshowe1879","SOUTH AFRICA",-28.8946769,31.4627576,"339","ESHOWE","1879","['Zululand']","ANGLO-ZULU WAR","UNITED KINGDOM","ZULU KINGDOM",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Eski Hissarlik1915","TURKEY",40.6614343,29.2433495,"339","ESKI HISSARLIK","1915","['Anglo', 'Helles', 'Turks', 'Krithia', 'French', 'Senegalese', 'Greco', 'Greek', 'Anatolia', 'Turks', 'Turkish', 'Turks']","WORLD WAR I","DRAW",NA,"UNITED KINGDOM, FRANCE","OTTOMAN EMPIRE",NA,"LAND",NA,"NO",NA,NA,NA
"Eski Zagra1122","BULGARIA",42.4193132,25.5898423,"339","ESKI ZAGRA","1122","['Pecheneg', 'Turks', 'Bulgaria', 'Thrace', 'Macedonia', 'Varangians']","BYZANTINE-PECHENEG WARS","BYZANTIUM","PECHENEGS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Eskisehir1921","TURKEY",39.7667061,30.5256311,"339","ESKISEHIR","1921","['Greco', 'Greek', 'Anatolia', 'Turks', 'Turkish', 'Turks']","GRECO-TURKISH WAR","GREECE","TURKEY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Espinosa1808","SPAIN",43.0773479,-3.5521721,"340","ESPINOSA","1808","['Napoleonic', 'Spain', 'Bilbao']","NAPOLEONIC WARS (PENINSULA CAMPAIGN)","FRANCE","SPAIN",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P533; HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P90",NA,NA
"Espiritu Santo1839","HONDURAS",14.4138622,-88.4484197,"340","ESPIRITU SANTO","1839","['Central American', 'El Salvador', 'Honduran-Nicaraguan', 'El Salvador', 'San Miguel', 'Caban', 'Honduras', 'Tegucicalpa']","CENTRAL AMERICAN NATIONAL WARS","EL SALVADOR","HONDURAS, NICARAGUA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Esquiroz1521","SPAIN",42.7749378,-1.6591073,"340","ESQUIROZ","1521","['Habsburg', 'Valois', 'France', 'French', 'Esquiroz', 'Pamplona']","1ST HABSBURG-VALOIS WAR","HABSBURG EMPIRE","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Essaman1873","GHANA",5.351918,-1.676778,"340","ESSAMAN","1873","['British', 'Ashanti', 'Elmina', 'Ghana', 'African', 'Essaman', 'Amguana']","2ND BRITISH-ASHANTI WAR","UNITED KINGDOM","ASHANTI KINGDOM",NA,NA,1,"LAND",NA,"NO","BRITAIN AT WAR WITH THE ASHANTI, STEPHEN MANNING, P137",NA,1
"Essie1058","UNITED KINGDOM",57.334495,-2.8408681,"340","ESSIE","1058","['Scotland', 'Strathbogie', 'Aberdeenshire']","SCOTTISH WAR OF SUCCESSION","MALCOLM III","LULACH THE SIMPLETON",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
